timestamp,value
1754659219,133.9357184777002
1754659220,67.7383469394811
1754659221,27.430679244888935
1754659222,166.54352266562128
1754659223,6.720406942168022
1754659224,179.1994316935599
1754659225,12.733175015148547
1754659226,39.5822941553148
1754659227,79.17822936568251
1754659228,172.30522948978003
1754659229,72.76839892681808
1754659230,185.89034305722782
1754659231,197.60389739845235
1754659232,139.71742161967208
1754659233,96.28754028330688
1754659234,32.129674151766686
1754659235,181.88599964912112
1754659236,60.89921612729792
1754659237,102.62210390436559
1754659238,125.60480392945135
1754659239,62.74118467415659
1754659240,115.72216408851052
1754659241,144.8753616876756
1754659242,83.37845715695083
1754659243,123.70580946044836
1754659244,17.980338526833627
1754659245,184.5752952535161
1754659246,25.267629093907384
1754659247,8.839789738961379
1754659248,169.991563756573
1754659249,76.43116642362644
1754659250,93.63629920680552
1754659251,146.41462623169636
1754659252,62.7884334642355
1754659253,54.52199040010339
1754659254,82.12847863190174
1754659255,96.43818702515851
1754659256,12.294132253539747
1754659257,10.259820936078823
1754659258,81.34025110200884
1754659259,34.23622397793058
1754659260,41.71131356484112
1754659261,121.60329627638346
1754659262,188.92136439879377
1754659263,170.5221112719517
1754659264,188.29743594182014
1754659265,50.67024639626558
1754659266,102.05133187423003
1754659267,75.71819916206883
1754659268,71.12645948572207
1754659269,160.29121360939484
1754659270,84.90379303564279
1754659271,107.00633091665375
1754659272,85.30091301305231
1754659273,105.89837378888627
1754659274,133.37244347099508
1754659275,118.11920854979445
1754659276,184.1139582669024
1754659277,194.1652854215633
1754659278,135.07397785932233
1754659279,85.42324320110377
1754659280,116.22438639632557
1754659281,12.967076184962378
1754659282,185.88001025519915
1754659283,99.05750453364955
1754659284,62.832410047701856
1754659285,52.95771401167948
1754659286,34.47405819080396
1754659287,123.04257357161038
1754659288,194.0643067671621
1754659289,175.20992033000974
1754659290,193.16520308915506
1754659291,22.262013926573275
1754659292,121.9381534111417
1754659293,139.25188645679657
1754659294,160.20157156068348
1754659295,68.77483578349029
1754659296,131.75996763883663
1754659297,197.03959224617685
1754659298,141.0885231133014
1754659299,17.117028954482237
1754659300,113.9037389108718
1754659301,90.01719723242742
1754659302,48.694967241709186
1754659303,87.33063627781578
1754659304,132.75969259219733
1754659305,174.35598889345562
1754659306,92.63106772878069
1754659307,128.1732618613318
1754659308,50.16495321549685
1754659309,139.91380698815138
1754659310,60.69586976068522
1754659311,18.58238735269657
1754659312,149.45532728877592
1754659313,39.30066376672774
1754659314,161.26461348300475
1754659315,182.43457164275156
1754659316,80.11211265663559
1754659317,27.171227177497492
1754659318,59.132815578385504
1754659319,71.10010732657454
1754659320,100.22670390817929
1754659321,180.39824865730424
1754659322,110.86154812683075
1754659323,45.446793349828994
1754659324,178.75953125354948
1754659325,152.97654208043673
1754659326,15.923978259421068
1754659327,148.90727530988033
1754659328,134.06188628078425
1754659329,188.0317660955174
1754659330,95.72761338848292
1754659331,70.20240277179684
1754659332,93.91213319137464
1754659333,78.97149300368078
1754659334,39.01847185797327
1754659335,15.267982948220382
1754659336,7.9057964747569764
1754659337,26.69969000340553
1754659338,186.81529707197333
1754659339,155.5929326324546
1754659340,169.9007344529506
1754659341,161.2884848467876
1754659342,1.8963292636984264
1754659343,99.30124407134132
1754659344,78.85782938024597
1754659345,159.8990594015847
1754659346,12.21866733824244
1754659347,98.80650321248774
1754659348,106.79425572056486
1754659349,126.64027515760918
1754659350,157.44525298327397
1754659351,107.93290806925077
1754659352,34.95414961412118
1754659353,67.17266700902891
1754659354,175.78266338328854
1754659355,40.618722673971796
1754659356,93.30455575210559
1754659357,96.21324924774201
1754659358,134.51284638802176
1754659359,117.62118724874159
1754659360,176.07124788904576
1754659361,129.03813468808863
1754659362,191.95257122693752
1754659363,14.226440553244068
1754659364,90.06632155662173
1754659365,94.36218669704508
1754659366,135.6852411646069
1754659367,110.51689054523897
1754659368,107.97997454030812
1754659369,152.5750881255843
1754659370,95.13275795120882
1754659371,43.492364287284026
1754659372,85.53044438887996
